状态,来源名称,页面分类,来源分区,来源ID,候选目标,审核决定,目标ID,审核备注,来源URL
需要人工审核,吞精,行为 (behavior),censored | uncensored,censored:u | uncensored:gre103,genre:cum_swallowing | genre:semen_swallowing,,,,https://www.javbus.com/genre/u | https://www.javbus.com/uncensored/genre/gre103
需要人工审核,貧乳・微乳,体型 (body_type) | 其他 (other),censored,censored:t | censored:jv,genre:petite_bust | genre:small_bust,,,,https://www.javbus.com/genre/t | https://www.javbus.com/genre/jv
需要人工审核,部活・マネージャー,其他 (other),censored,censored:ez,genre:club_activity | genre:manager_role,,,,https://www.javbus.com/genre/ez
需要人工审核,部下・同僚,其他 (other),censored,censored:ea,genre:subordinate | genre:colleague,,,,https://www.javbus.com/genre/ea
需要人工审核,娘・養女,其他 (other),censored,censored:e7,genre:daughter | genre:adopted_daughter,,,,https://www.javbus.com/genre/e7
需要人工审核,台湾モデル,其他 (other),censored,censored:jl,genre:model | sourceOnly:region_taiwan,,,,https://www.javbus.com/genre/jl
需要人工审核,お嬢様・令嬢,其他 (other),censored,censored:k8,genre:young_lady | genre:heiress,,,,https://www.javbus.com/genre/k8
需要人工审核,サイコ・スリラー,其他 (other),censored,censored:fa,genre:psychological | genre:thriller,,,,https://www.javbus.com/genre/fa
需要人工审核,ベスト、総集編,其他 (other),censored,censored:h2,workType:best_of | workType:compilation,,,,https://www.javbus.com/genre/h2
需要人工审核,ローション・オイル,其他 (other),censored,censored:gt,genre:lotion_play | genre:oil_play,,,,https://www.javbus.com/genre/gt
需要人工审核,花癡,主题 (theme),censored,censored:2t,genre:seductress,,,,https://www.javbus.com/genre/2t
需要人工审核,女優ベスト・総集編,主题 (theme),censored,censored:6i,workType:best_of | workType:compilation,,,,https://www.javbus.com/genre/6i
运行时歧义,手淫,行为 (behavior),uncensored,uncensored:gre090,genre:handjob | genre:masturbation,,,,https://www.javbus.com/uncensored/genre/gre090
尚未映射,側位內射,行为 (behavior),uncensored,uncensored:uc,,,,,https://www.javbus.com/uncensored/genre/uc
尚未映射,打飛機,行为 (behavior),uncensored,uncensored:gre105,,,,,https://www.javbus.com/uncensored/genre/gre105
尚未映射,打手槍,行为 (behavior),censored,censored:x,,,,,https://www.javbus.com/genre/x
尚未映射,打樁機,行为 (behavior),uncensored,uncensored:gre101,,,,,https://www.javbus.com/uncensored/genre/gre101
尚未映射,電動陽具,行为 (behavior),uncensored,uncensored:34,,,,,https://www.javbus.com/uncensored/genre/34
尚未映射,多人口交,行为 (behavior),uncensored,uncensored:gre111,,,,,https://www.javbus.com/uncensored/genre/gre111
尚未映射,二穴同入,行为 (behavior),uncensored,uncensored:gre109,,,,,https://www.javbus.com/uncensored/genre/gre109
尚未映射,翻白眼,行为 (behavior),uncensored,uncensored:12l,,,,,https://www.javbus.com/uncensored/genre/12l
尚未映射,肛内中出,行为 (behavior),censored,censored:6m,,,,,https://www.javbus.com/genre/6m
尚未映射,肛射,行为 (behavior),uncensored,uncensored:kv,,,,,https://www.javbus.com/uncensored/genre/kv
尚未映射,高潮,行为 (behavior),uncensored,uncensored:gre108,,,,,https://www.javbus.com/uncensored/genre/gre108
尚未映射,喝尿,行为 (behavior),uncensored,uncensored:14v,,,,,https://www.javbus.com/uncensored/genre/14v
尚未映射,後入,行为 (behavior),uncensored,uncensored:gre086,,,,,https://www.javbus.com/uncensored/genre/gre086
尚未映射,後入內射,行为 (behavior),uncensored,uncensored:v4,,,,,https://www.javbus.com/uncensored/genre/v4
尚未映射,精液流出,行为 (behavior),uncensored,uncensored:11p,,,,,https://www.javbus.com/uncensored/genre/11p
尚未映射,痙攣,行为 (behavior),uncensored,uncensored:gre112,,,,,https://www.javbus.com/uncensored/genre/gre112
尚未映射,口內射精,行为 (behavior),uncensored,uncensored:gre089,,,,,https://www.javbus.com/uncensored/genre/gre089
尚未映射,口射,行为 (behavior),uncensored,uncensored:gre116,,,,,https://www.javbus.com/uncensored/genre/gre116
尚未映射,濫交,行为 (behavior),censored,censored:1j,,,,,https://www.javbus.com/genre/1j
尚未映射,立即口交,行为 (behavior) | 玩法 (practice),uncensored | censored,uncensored:gre114 | censored:51,,,,,https://www.javbus.com/uncensored/genre/gre114 | https://www.javbus.com/genre/51
尚未映射,連續內射,行为 (behavior),uncensored,uncensored:gre100,,,,,https://www.javbus.com/uncensored/genre/gre100
尚未映射,亂交,行为 (behavior),uncensored,uncensored:gre093,,,,,https://www.javbus.com/uncensored/genre/gre093
尚未映射,猛烈,行为 (behavior),uncensored,uncensored:c2,,,,,https://www.javbus.com/uncensored/genre/c2
尚未映射,內射,行为 (behavior),uncensored,uncensored:gre084,,,,,https://www.javbus.com/uncensored/genre/gre084
尚未映射,內射潮吹,行为 (behavior),uncensored,uncensored:134,,,,,https://www.javbus.com/uncensored/genre/134
尚未映射,內射觀察,行为 (behavior),uncensored,uncensored:12p,,,,,https://www.javbus.com/uncensored/genre/12p
尚未映射,騎乘內射,行为 (behavior),uncensored,uncensored:141,,,,,https://www.javbus.com/uncensored/genre/141
尚未映射,騎乘位,行为 (behavior),uncensored,uncensored:gre087,,,,,https://www.javbus.com/uncensored/genre/gre087
尚未映射,騎在臉上,行为 (behavior),uncensored,uncensored:gre099,,,,,https://www.javbus.com/uncensored/genre/gre099
尚未映射,射在大腿,行为 (behavior),uncensored,uncensored:124,,,,,https://www.javbus.com/uncensored/genre/124
尚未映射,射在腹部,行为 (behavior),uncensored,uncensored:14w,,,,,https://www.javbus.com/uncensored/genre/14w
尚未映射,射在屁股,行为 (behavior),uncensored,uncensored:13a,,,,,https://www.javbus.com/uncensored/genre/13a
尚未映射,射在頭髮,行为 (behavior),uncensored,uncensored:110,,,,,https://www.javbus.com/uncensored/genre/110
尚未映射,射在外陰,行为 (behavior),uncensored,uncensored:11a,,,,,https://www.javbus.com/uncensored/genre/11a
尚未映射,射在胸部,行为 (behavior),uncensored,uncensored:11e,,,,,https://www.javbus.com/uncensored/genre/11e
尚未映射,射在衣服上,行为 (behavior),uncensored,uncensored:128,,,,,https://www.javbus.com/uncensored/genre/128
尚未映射,深膚色,行为 (behavior),uncensored,uncensored:gre097,,,,,https://www.javbus.com/uncensored/genre/gre097
尚未映射,失禁,行为 (behavior) | 其他 (other),uncensored | censored,uncensored:gre118 | censored:gb,,,,,https://www.javbus.com/uncensored/genre/gre118 | https://www.javbus.com/genre/gb
尚未映射,手指插入,行为 (behavior),censored,censored:46,,,,,https://www.javbus.com/genre/46
尚未映射,首次肛交,行为 (behavior),uncensored,uncensored:12x,,,,,https://www.javbus.com/uncensored/genre/12x
尚未映射,首次內射,行为 (behavior),uncensored,uncensored:14d,,,,,https://www.javbus.com/uncensored/genre/14d
尚未映射,剃毛,行为 (behavior),uncensored,uncensored:gre106,,,,,https://www.javbus.com/uncensored/genre/gre106
尚未映射,舔蛋蛋,行为 (behavior),uncensored,uncensored:gre115,,,,,https://www.javbus.com/uncensored/genre/gre115
尚未映射,舔肛,行为 (behavior),uncensored,uncensored:gre110,,,,,https://www.javbus.com/uncensored/genre/gre110
尚未映射,舔腳,行为 (behavior),uncensored,uncensored:13r,,,,,https://www.javbus.com/uncensored/genre/13r
尚未映射,舔陰,行为 (behavior),censored | uncensored,censored:3q | uncensored:i,,,,,https://www.javbus.com/genre/3q | https://www.javbus.com/uncensored/genre/i
尚未映射,玩弄肛門,行为 (behavior),uncensored,uncensored:gre113,,,,,https://www.javbus.com/uncensored/genre/gre113
尚未映射,吸精,行为 (behavior),uncensored,uncensored:gre096,,,,,https://www.javbus.com/uncensored/genre/gre096
尚未映射,小便,行为 (behavior),uncensored,uncensored:gre095,,,,,https://www.javbus.com/uncensored/genre/gre095
尚未映射,鴨嘴,行为 (behavior) | 玩法 (practice),uncensored | censored,uncensored:gre104 | censored:36,,,,,https://www.javbus.com/uncensored/genre/gre104 | https://www.javbus.com/genre/36
尚未映射,顏面騎乘,行为 (behavior),censored,censored:4w,,,,,https://www.javbus.com/genre/4w
尚未映射,顏射,行为 (behavior),censored | uncensored,censored:n | censored:5 | uncensored:gre088,,,,,https://www.javbus.com/genre/n | https://www.javbus.com/genre/5 | https://www.javbus.com/uncensored/genre/gre088
尚未映射,陰道擴張,行为 (behavior),uncensored,uncensored:10p,,,,,https://www.javbus.com/uncensored/genre/10p
尚未映射,陰屁,行为 (behavior),uncensored,uncensored:gre117,,,,,https://www.javbus.com/uncensored/genre/gre117
尚未映射,淫亂,行为 (behavior),uncensored,uncensored:3x,,,,,https://www.javbus.com/uncensored/genre/3x
尚未映射,早洩,行为 (behavior),uncensored,uncensored:2c,,,,,https://www.javbus.com/uncensored/genre/2c
尚未映射,站立位,行为 (behavior),uncensored,uncensored:gre107,,,,,https://www.javbus.com/uncensored/genre/gre107
尚未映射,站立姿勢,行为 (behavior),uncensored,uncensored:tc,,,,,https://www.javbus.com/uncensored/genre/tc
尚未映射,指法,行为 (behavior),uncensored,uncensored:gre098,,,,,https://www.javbus.com/uncensored/genre/gre098
尚未映射,變性者,体型 (body_type),censored,censored:2g,,,,,https://www.javbus.com/genre/2g
尚未映射,成熟的女人,体型 (body_type),censored,censored:13,,,,,https://www.javbus.com/genre/13
尚未映射,大陰蒂,体型 (body_type),uncensored,uncensored:i0,,,,,https://www.javbus.com/uncensored/genre/i0
尚未映射,多毛,体型 (body_type),uncensored,uncensored:gre077,,,,,https://www.javbus.com/uncensored/genre/gre077
尚未映射,豐滿,体型 (body_type),uncensored,uncensored:gre066,,,,,https://www.javbus.com/uncensored/genre/gre066
尚未映射,高,体型 (body_type),censored,censored:2i,,,,,https://www.javbus.com/genre/2i
尚未映射,高個子,体型 (body_type),uncensored,uncensored:gre074,,,,,https://www.javbus.com/uncensored/genre/gre074
尚未映射,黑髮,体型 (body_type),uncensored,uncensored:5g,,,,,https://www.javbus.com/uncensored/genre/5g
尚未映射,虎牙,体型 (body_type),uncensored,uncensored:17s,,,,,https://www.javbus.com/uncensored/genre/17s
尚未映射,肌肉,体型 (body_type),censored,censored:4x,,,,,https://www.javbus.com/genre/4x
尚未映射,嬌小,体型 (body_type),uncensored,uncensored:66,,,,,https://www.javbus.com/uncensored/genre/66
尚未映射,嬌小的,体型 (body_type),censored,censored:3k,,,,,https://www.javbus.com/genre/3k
尚未映射,巨大陽具,体型 (body_type),uncensored,uncensored:gre080,,,,,https://www.javbus.com/uncensored/genre/gre080
尚未映射,捲髮,体型 (body_type),uncensored,uncensored:1b4,,,,,https://www.javbus.com/uncensored/genre/1b4
尚未映射,蘿莉塔,体型 (body_type),censored,censored:w,,,,,https://www.javbus.com/genre/w
尚未映射,貓眼,体型 (body_type),uncensored,uncensored:1dd,,,,,https://www.javbus.com/uncensored/genre/1dd
尚未映射,美白,体型 (body_type),uncensored,uncensored:gre071,,,,,https://www.javbus.com/uncensored/genre/gre071
尚未映射,美肌,体型 (body_type),uncensored,uncensored:1da,,,,,https://www.javbus.com/uncensored/genre/1da
尚未映射,美穴,体型 (body_type),uncensored,uncensored:bl,,,,,https://www.javbus.com/uncensored/genre/bl
尚未映射,苗條,体型 (body_type),censored | uncensored,censored:1f | uncensored:gre067,,,,,https://www.javbus.com/genre/1f | https://www.javbus.com/uncensored/genre/gre067
尚未映射,胖女人,体型 (body_type),censored,censored:1t,,,,,https://www.javbus.com/genre/1t
尚未映射,屁股,体型 (body_type),censored | uncensored,censored:2k | uncensored:zc,,,,,https://www.javbus.com/genre/2k | https://www.javbus.com/uncensored/genre/zc
尚未映射,乳房,体型 (body_type),censored,censored:3n,,,,,https://www.javbus.com/genre/3n
尚未映射,軟體,体型 (body_type),uncensored,uncensored:gre079,,,,,https://www.javbus.com/uncensored/genre/gre079
尚未映射,曬痕,体型 (body_type),uncensored,uncensored:wy,,,,,https://www.javbus.com/uncensored/genre/wy
尚未映射,素顏,体型 (body_type),uncensored,uncensored:4s,,,,,https://www.javbus.com/uncensored/genre/4s
尚未映射,無毛,体型 (body_type),censored | uncensored,censored:22 | uncensored:gre070,,,,,https://www.javbus.com/genre/22 | https://www.javbus.com/uncensored/genre/gre070
尚未映射,小麥色,体型 (body_type),uncensored,uncensored:gz,,,,,https://www.javbus.com/uncensored/genre/gz
尚未映射,孕婦,体型 (body_type) | 角色 (role),censored | uncensored,censored:15 | uncensored:gre038,,,,,https://www.javbus.com/genre/15 | https://www.javbus.com/uncensored/genre/gre038
尚未映射,長發,体型 (body_type),uncensored,uncensored:gre081,,,,,https://www.javbus.com/uncensored/genre/gre081
尚未映射,C罩杯,体型 (body_type),uncensored,uncensored:199,,,,,https://www.javbus.com/uncensored/genre/199
尚未映射,D罩杯,体型 (body_type),uncensored,uncensored:9x,,,,,https://www.javbus.com/uncensored/genre/9x
尚未映射,E罩杯,体型 (body_type),uncensored,uncensored:3z,,,,,https://www.javbus.com/uncensored/genre/3z
尚未映射,F罩杯,体型 (body_type),uncensored,uncensored:5h,,,,,https://www.javbus.com/uncensored/genre/5h
尚未映射,G罩杯,体型 (body_type),uncensored,uncensored:gre076,,,,,https://www.javbus.com/uncensored/genre/gre076
尚未映射,H罩杯,体型 (body_type),uncensored,uncensored:gre082,,,,,https://www.javbus.com/uncensored/genre/gre082
尚未映射,I罩杯,体型 (body_type),uncensored,uncensored:mu,,,,,https://www.javbus.com/uncensored/genre/mu
尚未映射,4小時以上作品,类别 (category),censored,censored:43,,,,,https://www.javbus.com/genre/43
尚未映射,薄馬賽克,类别 (category),censored,censored:3u,,,,,https://www.javbus.com/genre/3u
尚未映射,第一人稱攝影,类别 (category),censored,censored:1g,,,,,https://www.javbus.com/genre/1g
尚未映射,獨立製作,类别 (category),censored,censored:o,,,,,https://www.javbus.com/genre/o
尚未映射,堵嘴·喜劇,类别 (category),censored,censored:7y,,,,,https://www.javbus.com/genre/7y
尚未映射,複刻版,类别 (category),censored,censored:4v,,,,,https://www.javbus.com/genre/4v
尚未映射,給女性觀眾,类别 (category),censored,censored:5t,,,,,https://www.javbus.com/genre/5t
尚未映射,故事集,类别 (category),censored,censored:54,,,,,https://www.javbus.com/genre/54
尚未映射,國外進口,类别 (category),censored,censored:2c,,,,,https://www.javbus.com/genre/2c
尚未映射,黑暗系統,类别 (category),censored,censored:85,,,,,https://www.javbus.com/genre/85
尚未映射,幻想,类别 (category) | 主题 (theme),censored | uncensored,censored:7z | uncensored:gre008,,,,,https://www.javbus.com/genre/7z | https://www.javbus.com/uncensored/genre/gre008
尚未映射,教學,类别 (category),censored,censored:5s,,,,,https://www.javbus.com/genre/5s
尚未映射,介紹影片,类别 (category),censored,censored:48,,,,,https://www.javbus.com/genre/48
尚未映射,經典,类别 (category),censored,censored:3j,,,,,https://www.javbus.com/genre/3j
尚未映射,局部特寫,类别 (category),censored,censored:s,,,,,https://www.javbus.com/genre/s
尚未映射,戀愛,类别 (category),censored,censored:4q,,,,,https://www.javbus.com/genre/4q
尚未映射,迷你係列,类别 (category),censored,censored:83,,,,,https://www.javbus.com/genre/83
尚未映射,設置項目,类别 (category),censored,censored:82,,,,,https://www.javbus.com/genre/82
尚未映射,首次亮相,类别 (category),censored,censored:33,,,,,https://www.javbus.com/genre/33
尚未映射,數位馬賽克,类别 (category),censored,censored:31,,,,,https://www.javbus.com/genre/31
尚未映射,特效,类别 (category),censored,censored:5a,,,,,https://www.javbus.com/genre/5a
尚未映射,體驗懺悔,类别 (category),censored,censored:84,,,,,https://www.javbus.com/genre/84
尚未映射,天堂TV,类别 (category),censored,censored:2j,,,,,https://www.javbus.com/genre/2j
尚未映射,為智能手機推薦垂直視頻,类别 (category),censored,censored:81,,,,,https://www.javbus.com/genre/81
尚未映射,戲劇,类别 (category),censored,censored:4u,,,,,https://www.javbus.com/genre/4u
尚未映射,限時降價,类别 (category),censored,censored:53,,,,,https://www.javbus.com/genre/53
尚未映射,性別轉型·女性化,类别 (category),censored,censored:80,,,,,https://www.javbus.com/genre/80
尚未映射,業餘,类别 (category),censored,censored:16,,,,,https://www.javbus.com/genre/16
尚未映射,主觀視角,类别 (category),censored,censored:4m,,,,,https://www.javbus.com/genre/4m
尚未映射,字幕,类别 (category) | 主题 (theme),censored | uncensored,censored:sub | uncensored:sub,,,,,https://www.javbus.com/genre/sub | https://www.javbus.com/uncensored/genre/sub
尚未映射,AV OPEN 2014 スーパーヘビー,类别 (category),censored,censored:66,,,,,https://www.javbus.com/genre/66
尚未映射,AV OPEN 2014 ヘビー級,类别 (category),censored,censored:69,,,,,https://www.javbus.com/genre/69
尚未映射,AV OPEN 2014 ミドル級,类别 (category),censored,censored:6a,,,,,https://www.javbus.com/genre/6a
尚未映射,AV OPEN 2015 女優部門,类别 (category),censored,censored:76,,,,,https://www.javbus.com/genre/76
尚未映射,AV OPEN 2015 企画部門,类别 (category),censored,censored:72,,,,,https://www.javbus.com/genre/72
尚未映射,AV OPEN 2015 熟女部門,类别 (category),censored,censored:71,,,,,https://www.javbus.com/genre/71
尚未映射,AV OPEN 2015 素人部門,类别 (category),censored,censored:74,,,,,https://www.javbus.com/genre/74
尚未映射,AV OPEN 2015 乙女部門,类别 (category),censored,censored:73,,,,,https://www.javbus.com/genre/73
尚未映射,AV OPEN 2015 SM/ハード部門,类别 (category),censored,censored:75,,,,,https://www.javbus.com/genre/75
尚未映射,AV OPEN 2015 マニア/フェチ部門,类别 (category),censored,censored:70,,,,,https://www.javbus.com/genre/70
尚未映射,AVOPEN2016女優部門,类别 (category),censored,censored:7p,,,,,https://www.javbus.com/genre/7p
尚未映射,AVOPEN2016企画部門,类别 (category),censored,censored:7l,,,,,https://www.javbus.com/genre/7l
尚未映射,AVOPEN2016人妻・熟女部門,类别 (category),censored,censored:7k,,,,,https://www.javbus.com/genre/7k
尚未映射,AVOPEN2016素人部門,类别 (category),censored,censored:7r,,,,,https://www.javbus.com/genre/7r
尚未映射,AVOPEN2016乙女部門,类别 (category),censored,censored:7o,,,,,https://www.javbus.com/genre/7o
尚未映射,AVOPEN2016ドラマ・ドキュメンタリー部門,类别 (category),censored,censored:7q,,,,,https://www.javbus.com/genre/7q
尚未映射,AVOPEN2016ハード部門,类别 (category),censored,censored:7m,,,,,https://www.javbus.com/genre/7m
尚未映射,AVOPEN2016バラエティ部門,类别 (category),censored,censored:7s,,,,,https://www.javbus.com/genre/7s
尚未映射,AVOPEN2016マニア・フェチ部門,类别 (category),censored,censored:7n,,,,,https://www.javbus.com/genre/7n
尚未映射,DMM獨家,类别 (category),censored,censored:g,,,,,https://www.javbus.com/genre/g
尚未映射,DMM專屬,类别 (category),censored,censored:5q,,,,,https://www.javbus.com/genre/5q
尚未映射,DVD多士爐,类别 (category),censored,censored:4g,,,,,https://www.javbus.com/genre/4g
尚未映射,不穿內褲,服装 (clothing),uncensored,uncensored:cd,,,,,https://www.javbus.com/uncensored/genre/cd
尚未映射,不戴胸罩,服装 (clothing),uncensored,uncensored:ce,,,,,https://www.javbus.com/uncensored/genre/ce
尚未映射,打底褲,服装 (clothing),uncensored,uncensored:17y,,,,,https://www.javbus.com/uncensored/genre/17y
尚未映射,大衣,服装 (clothing),uncensored,uncensored:88,,,,,https://www.javbus.com/uncensored/genre/88
尚未映射,丁字褲,服装 (clothing),uncensored,uncensored:gre062,,,,,https://www.javbus.com/uncensored/genre/gre062
尚未映射,短褲,服装 (clothing),uncensored,uncensored:17i,,,,,https://www.javbus.com/uncensored/genre/17i
尚未映射,哥德蘿莉,服装 (clothing),censored,censored:6b,,,,,https://www.javbus.com/genre/6b
尚未映射,和服・喪服,服装 (clothing),censored,censored:12,,,,,https://www.javbus.com/genre/12
尚未映射,混血,服装 (clothing),uncensored,uncensored:1dp,,,,,https://www.javbus.com/uncensored/genre/1dp
尚未映射,及膝襪,服装 (clothing),censored,censored:5c,,,,,https://www.javbus.com/genre/5c
尚未映射,極小比基尼,服装 (clothing),uncensored,uncensored:hm,,,,,https://www.javbus.com/uncensored/genre/hm
尚未映射,緊身衣,服装 (clothing),censored | uncensored,censored:3a | uncensored:jg,,,,,https://www.javbus.com/genre/3a | https://www.javbus.com/uncensored/genre/jg
尚未映射,頸鏈,服装 (clothing),uncensored,uncensored:1bu,,,,,https://www.javbus.com/uncensored/genre/1bu
尚未映射,客人,服装 (clothing),uncensored,uncensored:qm,,,,,https://www.javbus.com/uncensored/genre/qm
尚未映射,空中小姐,服装 (clothing) | 角色 (role),censored | uncensored,censored:2l | uncensored:gre048,,,,,https://www.javbus.com/genre/2l | https://www.javbus.com/uncensored/genre/gre048
尚未映射,連褲襪,服装 (clothing),censored | uncensored,censored:28 | uncensored:gre050,,,,,https://www.javbus.com/genre/28 | https://www.javbus.com/uncensored/genre/gre050
尚未映射,連衣裙,服装 (clothing),uncensored,uncensored:16w,,,,,https://www.javbus.com/uncensored/genre/16w
尚未映射,裸體襪子,服装 (clothing),uncensored,uncensored:1di,,,,,https://www.javbus.com/uncensored/genre/1di
尚未映射,裸體圍裙,服装 (clothing),censored,censored:2s,,,,,https://www.javbus.com/genre/2s
尚未映射,貓耳女,服装 (clothing),censored,censored:4n,,,,,https://www.javbus.com/genre/4n
尚未映射,毛衣,服装 (clothing),uncensored,uncensored:vx,,,,,https://www.javbus.com/uncensored/genre/vx
尚未映射,美人,服装 (clothing),uncensored,uncensored:gre049,,,,,https://www.javbus.com/uncensored/genre/gre049
尚未映射,迷你裙警察,服装 (clothing),censored,censored:2m,,,,,https://www.javbus.com/genre/2m
尚未映射,面具,服装 (clothing),uncensored,uncensored:f7,,,,,https://www.javbus.com/uncensored/genre/f7
尚未映射,男装,服装 (clothing),uncensored,uncensored:gre156,,,,,https://www.javbus.com/uncensored/genre/gre156
尚未映射,內衣,服装 (clothing),censored | uncensored,censored:50 | censored:v | uncensored:5x,,,,,https://www.javbus.com/genre/50 | https://www.javbus.com/genre/v | https://www.javbus.com/uncensored/genre/5x
尚未映射,牛仔褲,服装 (clothing),uncensored,uncensored:17h,,,,,https://www.javbus.com/uncensored/genre/17h
尚未映射,女祭司,服装 (clothing),censored,censored:4k,,,,,https://www.javbus.com/genre/4k
尚未映射,女傭,服装 (clothing),censored,censored:j,,,,,https://www.javbus.com/genre/j
尚未映射,女戰士,服装 (clothing),censored,censored:5h,,,,,https://www.javbus.com/genre/5h
尚未映射,女裝人妖,服装 (clothing),censored,censored:55,,,,,https://www.javbus.com/genre/55
尚未映射,泡泡襪,服装 (clothing),censored,censored:4i,,,,,https://www.javbus.com/genre/4i
尚未映射,情趣內衣,服装 (clothing),uncensored,uncensored:gre058,,,,,https://www.javbus.com/uncensored/genre/gre058
尚未映射,裙子,服装 (clothing),uncensored,uncensored:gre051,,,,,https://www.javbus.com/uncensored/genre/gre051
尚未映射,身體意識,服装 (clothing),censored,censored:1w,,,,,https://www.javbus.com/genre/1w
尚未映射,睡衣,服装 (clothing),uncensored,uncensored:14,,,,,https://www.javbus.com/uncensored/genre/14
